,Date,HS Code,Product Description,Consignee,Notify Party Name,Shipper,Std. Quantity,Std. Unit,Standard Unit Rate INR,Value,Country of Origin,Country of Destination,Port of Destination,Quantity,Unit,Unit Rate $,Actual Duty,Port of Origin,Shipment Mode,Measurment,Bill of Entry No,Port of Delivery,Container TEU,Freight Term,Marks Number,HS Product Description,Gross Weight,Consignee Address,Shipper Address,Notify Party Address,Country Name
5500,2021-10-19 00:00:00,81041101,MAGNESIUM INGOTS,OXBOW METALES MEXICO S DE RL CV,,SIMAG INVESTMENT LIMITED,20000.0,KGS,-,81400.02,China,Mexico,Manzanillo,20000.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,LINGOTES DE MAGNESIO,20040.0,AVENIDA RR 302,"JXM364, TREND CENTRE, CHEUNG LEE STREET",,Mexico T3  Import
5501,2021-03-02 00:00:00,8104110000,"Magnesium MG90 in the form of small-sized inaccessibles and magnesium plates, is used as a doping additive in the production of aluminum alloys. Suitable: Mg-99.93-99.94%, AL-0.0035-0.0046%, MN-0,023-0.026% , SI-0,0162-0,0175%, FE-0,0026-0.0037%, CU-0",JSC RUSAL KRASNOYARSK,,CELLMARK RAW MATERIALS EU,0.0,,-,0.0,China,Russia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,"UNWROUGHT MAGNESIUM, CONTAINING >= 99,8% BY WEIGHT OF MAGNESIUM",25016.0,,,,Russia T3  Import
5502,2021-03-10 00:00:00,8104110000,"Magnesium primary   (untreated)  , containing 99.94 wt.% Magnesium, is supplied as: small-sized butchers   (mass from 6 to 12 kg.)   And plates   (mass 23 +- 10.0 kg)  , size   (width 46 cm +- 3 cm, length 94 cm +- 6 cm, height 10 cm +- 2 cm)  ",JSC RUSAL Sayanogorsk,,CELLMARK RAW MATERIALS EU,0.0,,-,0.0,China,Russia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,"UNWROUGHT MAGNESIUM, CONTAINING >= 99,8% BY WEIGHT OF MAGNESIUM",50032.0,,,,Russia T3  Import
5503,2021-12-06 00:00:00,81041100,"(Mg Ingot) Unused magnesium embryo has a magnesium content of over 99.8% by weight, additive material for aluminum cooking, ingots, (7.5kgs - workpiece). New 100%",C ng Ty TNHH M t Th nh Vi n Gi y D p V nh Phong,,GUANGZHOU ZHAO QI TRADING CO LTD,3000.0,KGS,-,17700.0,China,Vietnam,Dinh Vu Nam Hai,3000.0,KGS,5.9,0,Nansha Pt,-,-,271121ANSVHHK1493163,-,-,-,-,,26840.0,"998A Provincial Road 10, Quarter 7, Tan Tao Ward, Binh Tan District, Ho Chi Minh City","ADD:RM. 914 PROFIT PLAZA, NO. 76 WEST|HUANG PU ROAD, GUANGZHOU, CHINA|HK",,Vietnam T3  Import
5504,2021-12-07 00:00:00,81041100,Magnesium # & Magnesia> = 99.9% of unmourished ingots CAS code: 7439-95-4. New 100%,EAST ASIA ALUMINUM CO LTD,,PERFECT GATEWAY ENTERPRISES LTD ELROY INTERNATIONAL FZE,8000.0,KGS,-,50344.4,China,Vietnam,O P Vietnam,8000.0,KGS,6.293,0,Nansha Pt,-,-,041221ANSVHHK1503157B,-,-,-,-,,20055.0,"65C Cao Thang Street, Ward 3, District 3, HCMC. Ho Chi Minh","P3-HAMRIYAH BUSINESS CENTRE, HAMRIYAH FREE ZONE, SHARJAH, UNITED ARAB EMIRATES, SA",,Vietnam T3  Import
5505,2022-02-09 00:00:00,8104110000,"MAGNESIUM AND ARTICLES OF MAGNESIUM ,  INCLUDING WASTE AND SCRAP: - MAGNESIUM ,  UNWORKED: - - WITH A MAGNESIUM CONTENT BY WEIGHT OF NOT LESS THAN 99.8%",LLC ZAPORIZKY TITANO MAGNESIUM PLANT,,COMMEXIM GROUP AS,0.0,KGS,-,221200.2,China,Ukraine,Not Available,0.0,KGS,-,0,Not Available,-,-,-,-,-,-,-,,0.0,69600 MZAPORIZHYA STREET TEPLYCHNA BUD 18 UKRAINE,PRAZSKA 160 254 01 JILOVE UPRAHY CZECH REPUBLIC,,Ukraine T3+  Import
5506,2022-09-05 00:00:00,81041100,"Magnesium alloy in lumps Mg99.9% (Magnesium composition min 99.9%; Si<0.02%; Fe, Cu,Zn, Ti <0.01%; Mn<0.03%; Mg>99.9%; Cr<0.07%; Cd, Hg , Pb<0.05% ; Zn , Sb<0.01%)  100% brand new",NGOC DIEP ALUMINIUM JOINT STOCK COMPANY,,SENHONG TRADING PTE LTD,15000.0,KGS,-,57180.0,China,Vietnam,Not Available,15000.0,KGS,3.81,0,Not Available,-,-,,-,-,-,-,,0.0,"Road C2, Zone C, Pho Noi A Industrial Park, Lac Hong Commune, Van Lam District, Hung Yen Province, Vietnam",,,Vietnam T3  Import
5507,2022-09-14 00:00:00,81041100,"(MG INGOT) Unwrought magnesium ingot with a magnesium content of more than 99.8% by weight, additive material for aluminum melting, ingots, (7.5kgs-ingot), 100% brand new",ZHE LU TECHNOLOGY SCIENCE DEVELOPMENT COMPANY LIMITED,,GUANGZHOU ZHAO QI TRADING CO LTD,3000.0,KGS,-,12090.0,China,Vietnam,Not Available,3000.0,KGS,4.03,0,Not Available,-,-,,-,-,-,-,,0.0,"Thanh Oai Industrial Cluster, Bich Hoa Commune, Thanh Oai District, Hanoi City, Vietnam","ADD:RM. 914 PROFIT PLAZA, NO. 76 WEST|HUANG PU ROAD, GUANGZHOU, CHINA|HK",,Vietnam T3  Import
5508,2022-07-19 00:00:00,81041100,"Magnesium form. (Uncompleted, Mg content: 99.9% Min, Size: 7.5kg- bar. Ranked on 12 pallets.",Indochina Mineral Import Export Company Limited,,SENHONG TRADING PTE LTD,15000.0,KGS,-,60813.0,China,Vietnam,Not Available,15000.0,KGS,4.05,0,Not Available,-,-,,-,-,-,-,,0.0,,,,Vietnam T3  Import
5509,2022-07-21 00:00:00,81041100,"(MG INGOT) Unwrought magnesium ingot with a magnesium content of more than 99.8% by weight, additive material for aluminum melting, ingots, (7.5kgs-ingot), 100% brand new",ZHE LU Science and Technology Development Company Limited,,GUANGZHOU HUAXIA TRADING CO LTD,3000.0,KGS,-,13350.0,China,Vietnam,Not Available,3000.0,KGS,4.45,0,Not Available,-,-,,-,-,-,-,,0.0,,,,Vietnam T3  Import
5510,2022-07-14 00:00:00,81041101,MAGNESIO ELECTROLITICO,KOLBENSCHMIDT DE MEXICO S DE RL DE,,Z To Order and NA,2751.0,KGS,-,27080.35,China,Mexico,Queretaro,2751.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,MAGNESIO ELECTROLITICO,29233.0,S. DE R. L. DE C. V. |CARRETERA PANAMERICANA KM. 284|2DA. FRACC. DE CRESPO|CELAYY MX,,,Mexico T3  Import
5511,2022-08-10 00:00:00,81041101,MAGNESIO ELECTROLITICO,OXBOW METALES MEXICO S DE R L DE C V,,Z To Order and NA,1265.0,KGS,-,11217.8,China,Mexico,Queretaro,1265.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,MAGNESIO ELECTROLITICO,21308.0,AVENIDA RR,,,Mexico T3  Import
5512,2022-03-14 00:00:00,81041101,MAGNESIO ELECTROLITICO,KOLBENSCHMIDT DE MEXICO S DE RL DE CV,,Z To Order and NA,2294.0,KGS,-,26547.6,China,Mexico,Queretaro,2294.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,MAGNESIO ELECTROLITICO,10075.0,,,,Mexico T3  Import
5513,2022-06-17 00:00:00,81041100,"Magnesium has not been processed, ingot format (magnesium content 99.9% min, 7.5kg-bar), used in aluminum training - 100% new goods",MIEN HUA PRECISION MECHANCIAL CO LTD,,LE YE INDUSTRY CO LTD,6099.0,KGS,-,35587.67,Taiwan,Vietnam,Cat Lai,6099.0,KGS,5.835,0,O P Bangladesh,-,-,040622PKCLI2250121,-,-,-,-,,22562.0,"2, 9A Street, Bien Hoa 2 Industrial Zone, An Binh Ward, Dist. Bien Hoa, Dong Nai T.","NO.528, JIANAN RD., JIALI DIST., TAINAN CITY 722, TAIWAN (R.O.C), TW",,Vietnam T3  Import
5514,2022-08-11 00:00:00,81041100900A,BRAND: S-BRAND|CODE: S-CODE,VERIFICACION TECNICA SAN JUAN,,,2900.0,UNT,-,9321.05,China,Argentina,Not Available,2900.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,OTHERS,0.0,,,,Argentina T2  Import
5515,2022-02-04 00:00:00,81041100100G,BRAND: N-A|CODE: S-COD,GLOBE METALES SA,,,50000.0,KGS,-,313605.0,China,Argentina,Not Available,50000.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,INGOTS,0.0,,,,Argentina T2  Import
5516,2022-10-12 00:00:00,81041100100G,BRAND: N-A|CODE: S-COD,GLOBE METALES SA,,,50000.0,KGS,-,194930.0,China,Argentina,Not Available,50000.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,INGOTS,0.0,,,,Argentina T2  Import
5517,2022-01-17 00:00:00,8104110000,Gross magnesium- with a magnesium content higher than or equal to 99.8% by weight,ACERCOM SAS,,DESCONOCIDO,2000.0,KGS,-,1354429.0,China,Colombia,Not Available,2000.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,MAGNESIO EN BRUTO- CON UN CONTENIDO DE MAGNESIO SUPERIOR O IGUAL AL 99.8% EN PESO,2024.0,CL 20 N 21-38 OF 603,,,Columbia T3+  Import
5518,2022-12-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,0.0,TON,-,378.95,France,Sweden,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Sweden T1  Import
5519,2022-12-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,248.33,TON,-,1138294.74,Germany,France,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,France T1  Import
5520,2022-12-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,51.21,TON,-,259494.74,China,Slovenia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Slovenia T1  Import
5521,2022-11-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,366.47,TON,-,1805247.52,Netherlands,Austria,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
5522,2022-11-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,25.0,TON,-,92396.04,Slovenia,Spain,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Slovenia T1  Export
5523,2022-11-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,24.63,TON,-,125603.96,Spain,Poland,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Spain T1  Export
5524,2022-11-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,23.82,TON,-,86049.5,Italy,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Italy T1  Export
5525,2022-12-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,58.85,TON,-,248621.05,Netherlands,Sweden,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
5526,2022-12-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,0.95,TON,-,2126.32,Netherlands,Finland,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
5527,2022-11-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,0.47,TON,-,990.1,Netherlands,Luxembourg,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
5528,2022-12-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,0.11,TON,-,252.63,Netherlands,Croatia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
5529,2022-12-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,54.38,TON,-,183326.32,Netherlands,Poland,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
5530,2022-12-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,63.44,TON,-,351578.95,Netherlands,Czech Republic,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
5531,2022-12-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,0.17,TON,-,378.95,Netherlands,Lithuania,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
5532,2022-12-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,1.92,TON,-,4305.26,Netherlands,Slovakia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
5533,2022-12-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,0.12,TON,-,14915.79,Denmark,Thailand,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Denmark T1  Export
5534,2022-11-11 00:00:00,810411,MAGNESIUM INGOT,RIO TINTO ALCAN INC,LIVINGSTON INTERNATIONAL INC,TAIDA COAL CHEMICAL CO LTD,197.0,PKG,-,0.0,China,United States,Tacoma,197.0,PKG,-,-,China,-,-,,-,0,-,SUPPLIER NAME  FUGU ,,199944.0,C/O BANDSTRA TRANSPORTATION SYSTEMS9920 RIVER DRIVE RICHMOND BC CANADA V6X 3S3 TEL: 1-604-270-0440; EMAIL:,"MIAOGOUMEN INDUSTRIAL DISTRICT|FUGU COUNTY, YULIN CITY SHAANXI|PROVINCE, CHINA|TEL:0086-912 8961919",DUMMY DUMMY WA 99999 US,USA T3+  Import
5535,2022-11-23 00:00:00,810411,MAGNESIUM INGOT,RIO TINTO ALCAN INC,BANSTRA TRANSPORTATION SYSTEM,TAIYUAN YIWEI INTERNATIONAL,100.0,PKG,-,0.0,China,United States,Los Angeles,100.0,PKG,-,-,China,-,-,,-,0,-,ORDER NO  3013387832,,98112.0,"409-1190, AVENUE DES CANADIENS-|MONTREAL",MAGNESIUM TRADING CO. LTD|FUJIAYAO NITUN COUNTY YANGQU TOWN|TAIYUAN CHINA|VIKKI. ZHANG@YWMAG. COM,"3394 HWY 16 E. (BOX 95)SMITHERS, BC, V0J 2N0, CANADATEL:  (844) 847-6451ATTN: LAUREL DONALDSON   ",USA T3+  Import
5536,2022-12-17 00:00:00,810411,MAGNESIUM INGOT,PRIME AGENCY VANCOUVER B C CANADA,PRIME AGENCY,AM GLOBAL SHIPPING LINES CO LTD,168.0,PKG,-,0.0,South Korea,United States,Tacoma,168.0,PKG,-,-,Busan,-,-,,-,0,-,STANDARD RESOURCES P-22019 MAGNESIUM METAL INOTS MADE CHINA GROSS WEIGHT : BUNDLE NO. :/UP NET CAST,,168336.0,"850 WEST HASTINGS STREET|SUITE 400G VANCOUVER, BC|V6C 1E1 MAIN TEL 778-783-0722|E-MAIL VCFAXUSPRIMEAGENCY. COM",.DUMMY TIANJIN  99999 CN   ,"95 ALMAHURST RD. SUITE 209 CITY OF|INDUSTRY, CA 91748 E-MAIL FAX@PRIME|AGENCY. US TEL 626-709-4198 FAX 626-|228-2205",USA T3+  Import
5537,2022-11-08 00:00:00,810411,UNWRGHT MAGSIUM CONT 99.8 PCT BY WGHT OF MAGSMAGNESIUM INGOT 4X20DC ARE SOCOP.USMAPLELANELOGISTICS.COMOP.USMAPLELANELOGISTICS.COM,MAPLE LANE LOGISTICS USA INC,MAPLE LANE LOGISTICS USA INC,MAXWIDE LOGISTICS INC,80.0,PKG,-,0.0,China,United States,Los Angeles,80.0,PKG,-,-,China,-,-,,-,0,-,MMC-8109 GW. NW. PACKAGE NO. P/O NO.1097407MADE IN CHINA//////,,79680.0,"BELLEVUE , WASHINGTON 98007 UNITEDSTATES OF AMERICAEIN/TAX ID 88 - 1013013   ",".HONGKONG MIDDLE ROAD, HONGKONG 91 266071 CN   ","BELLEVUE , WASHINGTON 98007 UNITEDSTATES OF AMERICAEIN/TAX ID 88 - 1013013   ",USA T3+  Import
5538,2022-12-30 00:00:00,810411,MAGNESIUM INGOT,MARE LOGISTICS LLC,MARE LOGISTICS LLC,ALTUN LOJISTIK AS,44.0,NOS,-,0.0,Turkey,United States,Savannah,44.0,PCS,-,-,Turkey,-,-,,-,0,-,NO MARKS,,43670.0,BUILDING 8 356 GETTY AVENUECLIFTON NJ 07011UNITED STATES   ,CAMI SERIF MH. ISMET INONU BLV. |NO 82 BATIHAN IS MRKZ AKDENZ MERSIN|00903242801400 - 00903242801430|VN 6310610059 VD URAY,BUILDING 8 356 GETTY AVENUECLIFTON NJ 07011UNITED STATES   ,USA T3+  Import
5539,2022-08-24 00:00:00,810411,MAGNESIUM INGOT - LINE ITEM UMBER:40090900 ORDER NUMBER:3013034870 ,RIO TINTO ALCAN INC,LIVINGSTONE INTERNATIONAL,FUGU TAIDA COALIFICATION CO LTD,97.0,PKG,-,0.0,South Korea,United States,Seattle,97.0,PKG,-,-,Busan,-,-,,-,0,-,"SUPPLIER NAME: FUGU TAIDA COAL CHEMICAL CO.,  LTD SUPPLYING PLANT ",,100449.0,C/O BANDSTRA TRANSPORTATION SYSTEMS9920 RIVER DRIVE RICHMOND BC CANADA V6X 3S3 TEL: 1-604-270-0440; EMAIL:,MIAOGOUMEN FUGU COUNTY YULINXI AN 61 710000 CHINA   ,"70 EAST SUNRISE HIGHWAY|SUITE 411 VALLEY STREAM, NY 11581|PIC KAREN SLATERRY /AGELA VALLE /|SHERRIE STEVENSON / MARK ROSEN",USA T3+  Import
5540,2022-04-05 00:00:00,81041100,IND.MATERIALS PRODUCT MAGNESIUM INGOT 99.90 %,Raka Industries Pvt Ltd,,GILSUNG WORKLIFE SOLUTION CO LTD CN,0.0,UNT,-,11992.221,China,Bangladesh,Not Available,0.0,UNT,2.95,-,Not Available,-,-,598674,-,-,-,-,"Unwrought Magnesium, >=99.8% Pure",0.0,ATPARA BOJROJOGINI; MunshiganjSadar PS; Munshiganj- 1500;Bangladesh,,,Bangladesh T3  Import
5541,2022-04-19 00:00:00,81041101,MAGNESIO ELECTROLITICO,Z To Order and NA,,OXBOW METALES MEXICO S DE R L DE C V,2332.0,KGS,-,25986.65,Mexico,Mexico,Not Available,2332.0,KGS,-,-,Queretaro,-,-,-,-,-,-,-,MAGNESIO ELECTROLITICO,0.0,,AVENIDA RR,,Mexico T3  Export
5542,2022-06-01 00:00:00,81041100,CONTAINING AT LEAST 99.8% BY WEIGHT OF MAGNESIUM,,,,72600.0,KGS,-,759923.0,Israel,Brazil,Not Available,72600.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,,72600.0,,,,Brazil T1  Import
5543,2022-05-01 00:00:00,81041100,CONTAINING AT LEAST 99.8% BY WEIGHT OF MAGNESIUM,,,,49000.0,KGS,-,372085.0,China,Brazil,Not Available,49000.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,,49000.0,,,,Brazil T1  Import
5544,2022-05-17 00:00:00,810411000000,99.95% PROCESSED MAGNESIUM,TRAXYS EUROPE SA,,KAR MAGNESIUM METAL MARKETING AND FOREIGN TRADE JOINT STOCK COMPANY,4892.0,KGS,-,58704.0,Turkey,Brazil,Not Available,4892.0,KGS,-,-,Gemlik,-,-,22160400EX00051051,-,-,-,-,Containing at least 99.8% magnesium by weight,0.0,9-21 ROUTE DARLON L-8009 STRASSEN|LUXEMBOURG ATTN CRISTINA MEDRANO|TEL +34 91 378 9735|VAT LU 13238340,,,Turkey T3  Export
5545,2022-08-02 00:00:00,810411000000,MAGNESIUM INGOT,MUSTAFA CONPANI,,EGE ENDUSTRI METALLURGY MAKINA SAN VE T CLTD T,2193.0,KGS,-,12500.1,Turkey,Iraq,Not Available,2193.0,KGS,-,-,Silk Road,-,-,22210600EX00035316,-,-,-,-,Containing at least 99.8% magnesium by weight,0.0,,,,Turkey T3  Export
5546,2022-03-11 00:00:00,810411000000,99.95 %processed magnesium,TRAXYS EUROPE SA,,Snow Magnesium Metal Marketing and Foreign Trade Joint Stock Company,70365.0,KGS,-,422190.0,Turkey,Belgium,Not Available,70365.0,KGS,-,-,Gemlik,-,-,AOE46R3DJQ9FGYKX,-,-,-,-,Those containing at least 99.8 % magnesium in terms of weight,0.0,9-21 ROUTE DARLON L-8009 STRASSEN|LUXEMBOURG ATTN CRISTINA MEDRANO|TEL +34 91 378 9735|VAT LU 13238340,,,Turkey T3  Export
5547,2022-03-15 00:00:00,810411000000,99.95 %processed magnesium,MTALX LTD,,Snow Magnesium Metal Marketing and Foreign Trade Joint Stock Company,234845.0,KGS,-,1162482.75,Turkey,Canada,Not Available,234845.0,KGS,-,-,Derince,-,-,Q6IH7XFZYWNLPPQQ,-,-,-,-,Those containing at least 99.8 % magnesium in terms of weight,0.0,,,,Turkey T3  Export
5548,2022-08-02 00:00:00,810411000000,99.95% PROCESSED MAGNESIUM,TRAXYS NORTH AMERICA LLC,,KAR MAGNESIUM METAL MARKETING AND FOREIGN TRADE JOINT STOCK COMPANY,193593.0,KGS,-,2035049.63,Turkey,United States,Not Available,193593.0,KGS,-,-,Gemlik,-,-,22160400EX00078440,-,-,-,-,Containing at least 99.8% magnesium by weight,0.0,,,,Turkey T3  Export
5549,2022-10-13 00:00:00,81041101,MAGNESIO ELECTROLITICO,Z To Order and NA,,DISTRIBUIDORA DE ALEACIONES Y METALES SA DE CV,1348.0,KGS,-,10918.8,Mexico,Mexico,Not Available,1348.0,KGS,-,-,Queretaro,-,-,-,-,-,-,-,MAGNESIO ELECTROLITICO,0.0,,PRESA DEL FUERTE/10//RECURSOS HIDRAULICOS//SR,,Mexico T3  Export
5550,2022-12-14 00:00:00,81041101,MAGNESIO ELECTROLITICO,Z To Order and NA,,DISTRIBUIDORA DE ALEACIONES Y METALES SA DE CV,2232.0,KGS,-,17320.4,Mexico,Mexico,Not Available,2232.0,KGS,-,-,Queretaro,-,-,-,-,-,-,-,MAGNESIO ELECTROLITICO,0.0,,PRESA DEL FUERTE/10//RECURSOS HIDRAULICOS//SR,,Mexico T3  Export
5551,2022-12-30 00:00:00,81041101,"UNWROUGHT MAGNESIUM ,  WITH>= 99.8% OF MAGNESIUM",NEMAK SA,,Z To Order and NA,22000.0,KGS,-,99116.16,China,Mexico,Manzanillo,22000.0,KGS,-,-,Not Available,-,-,-,-,-,-,-,MAGNESIO METALICO AL 999 POR CIENTO EN LINGOTES,44080.0,"LIBRAMIENTO ARCO VIAL KM3. 8, LIBRAM|IENTO NORESTE GARCIA, NUEVO LEON, M|EXICO (81) 87484238 TELEX: 64000",,,Mexico T3  Import
5552,2022-05-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,0.06,TON,-,13452.63,Denmark,Thailand,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Denmark T1  Export
5553,2022-05-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,25.0,TON,-,175442.11,Slovenia,Austria,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Slovenia T1  Export
5554,2022-05-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,261.53,TON,-,1655221.05,Netherlands,Italy,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
5555,2022-05-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,1.2,TON,-,9157.89,Poland,Slovakia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Poland T1  Export
5556,2022-05-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,1.73,TON,-,12536.84,Italy,Egypt,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Italy T1  Export
5557,2022-02-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,0.06,TON,-,213.48,Germany,Czech Republic,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
5558,2022-02-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,5.13,TON,-,40224.72,Poland,Hungary,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Poland T1  Export
5559,2022-05-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,19.0,TON,-,22410.53,Romania,Bulgaria,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Romania T1  Export
5560,2022-04-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,10.84,TON,-,81725.27,Poland,Czech Republic,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Poland T1  Export
5561,2022-05-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,48.95,TON,-,352073.68,Netherlands,Switzerland,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
5562,2022-05-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,20.0,TON,-,189168.42,Spain,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Spain T1  Export
5563,2022-05-01 00:00:00,81041100,"UNWROUGHT MAGNESIUM ,  CONTAINING >= 99 , 8% BY WEIGHT OF MAGNESIUM",,,,0.24,TON,-,536.84,Netherlands,Romania,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
