0,Date,HS Code,Product Description,Consignee,Notify Party Name,Shipper,Std. Quantity,Std. Unit,Standard Unit Rate INR,Value,Country of Origin,Country of Destination,Port of Destination,Quantity,Unit,Unit Rate $,Actual Duty,Port of Origin,Shipment Mode,Measurment,Bill of Entry No,Port of Delivery,Container TEU,Freight Term,Marks Number,HS Product Description,Gross Weight,Consignee Address,Shipper Address,Notify Party Address,Country Name
99,2019-03-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,509.89,TON,-,3386859.09,Italy,Germany,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
100,2019-02-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.187,TON,-,5000,Germany,Turkey,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Germany T1  Export
101,2019-03-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.006,TON,-,1873.86,United Kingdom,Malaysia,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
102,2019-03-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.24,TON,-,22773.86,United Kingdom,Qatar,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
103,2019-03-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,3186.17,TON,-,16195155.68,Spain,Belgium,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Spain T1  Export
104,2019-03-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.105,TON,-,1082.95,Germany,Belgium,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Germany T1  Export
105,2019-03-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.01,TON,-,288.64,Italy,Hungary,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
106,2019-01-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.04,TON,-,1060.92,Greece,Singapore,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Greece T1  Export
107,2019-05-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.034,TON,-,6358.43,Italy,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
108,2019-05-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.003,TON,-,534.83,United Kingdom,Bulgaria,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
109,2019-05-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.017,TON,-,419.1,Italy,Portugal,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
110,2019-05-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,24.76,TON,-,151693.26,France,Italy,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,France T1  Export
111,2019-05-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.364,TON,-,10286.52,Netherlands,Greece,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
112,2019-05-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,2,TON,-,16413.48,Germany,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Germany T1  Export
113,2019-05-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.025,TON,-,771.91,Netherlands,Slovenia,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
114,2019-03-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.078,TON,-,2497.73,Netherlands,Estonia,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
115,2019-03-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,3.544,TON,-,113592.05,Netherlands,Sweden,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
116,2019-03-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.512,TON,-,31172.73,United Kingdom,Italy,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
117,2019-03-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,25.764,TON,-,137567.05,Spain,Germany,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Spain T1  Export
118,2019-03-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.009,TON,-,1742.05,United Kingdom,Saint Maarten,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
119,2019-03-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.038,TON,-,1880.68,United Kingdom,Ecuador,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
120,2019-03-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,119.66,TON,-,747665.91,Slovenia,Serbia And Montenegro,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Slovenia T1  Export
121,2019-02-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.123,TON,-,1313.79,United Kingdom,Sweden,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
122,2019-02-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.5,TON,-,3877.01,Germany,United Kingdom,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Germany T1  Export
123,2019-02-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.022,TON,-,1442.53,United Kingdom,Malta,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
124,2019-02-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,3.149,TON,-,62116.09,United Kingdom,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
125,2019-02-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.224,TON,-,7717.24,Spain,,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Spain T1  Export
126,2019-02-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,2.134,TON,-,13950.57,Belgium,France,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Belgium T1  Export
127,2019-02-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.09,TON,-,1034.48,Netherlands,United Arab Emirates,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
128,2019-01-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,125.108,TON,-,696924.14,Spain,France,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Spain T1  Export
129,2019-01-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.036,TON,-,2574.71,Italy,,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
130,2019-01-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,24.98,TON,-,152465.52,France,Italy,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,France T1  Export
131,2019-01-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.41,TON,-,7532.18,United Kingdom,Indonesia,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
132,2019-01-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.26,TON,-,3268.97,Greece,Bahamas,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Greece T1  Export
133,2019-01-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.225,TON,-,901.15,Greece,Trinidad and Tobago,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Greece T1  Export
134,2019-01-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.004,TON,-,55.17,Italy,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
135,2019-01-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.01,TON,-,150.57,Italy,Greece,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
136,2019-01-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.15,TON,-,2744.83,Portugal,Ireland,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Portugal T1  Export
137,2019-01-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.075,TON,-,2445.98,Netherlands,Estonia,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
138,2019-01-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,25.097,TON,-,1603422.99,Netherlands,Japan,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
139,2019-08-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,218.48,TON,-,1269281.11,Italy,Serbia And Montenegro,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
140,2019-08-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,12.178,TON,-,71312.22,Austria,Germany,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Austria T1  Export
141,2019-08-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.02,TON,-,6000,United Kingdom,China,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
142,2019-08-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.035,TON,-,3091.11,Italy,Poland,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
143,2019-08-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.229,TON,-,3104.44,Germany,Peru,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Germany T1  Export
144,2019-08-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.009,TON,-,8662.22,Netherlands,Gibraltar,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
145,2019-08-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.1,TON,-,6293.33,Italy,Taiwan,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
146,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,824.801,TON,-,737903.37,Netherlands,Germany,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
147,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.18,TON,-,10169.66,United Kingdom,Kuwait,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
148,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.002,TON,-,23.6,Italy,Ireland,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
149,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.072,TON,-,1075.28,Italy,Malta,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
150,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.302,TON,-,9724.72,Netherlands,Malta,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
151,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,1.014,TON,-,29698.88,Netherlands,Brazil,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
152,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.44,TON,-,41296.63,United Kingdom,Italy,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
153,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.713,TON,-,10492.13,United Kingdom,Sweden,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
154,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.009,TON,-,211.24,Italy,Hungary,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
155,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.115,TON,-,1948.31,Greece,Bahamas,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Greece T1  Export
156,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.088,TON,-,2793.26,Netherlands,Ireland,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
157,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.056,TON,-,1788.76,Netherlands,Hungary,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
158,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.092,TON,-,11720.22,Hungary,Spain,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Hungary T1  Export
159,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,457.32,TON,-,4196250.56,Germany,Belgium,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Germany T1  Export
160,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.34,TON,-,16623.6,Italy,United States,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
161,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.06,TON,-,1591.01,Germany,,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Germany T1  Export
162,2019-04-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,210.24,TON,-,1310159.55,Italy,China,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
163,2019-06-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.393,TON,-,11559.55,Netherlands,Greece,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
164,2019-06-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,1.181,TON,-,32907.87,Netherlands,Norway,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
165,2019-06-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,481.86,TON,-,2889908.99,Belgium,Serbia And Montenegro,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Belgium T1  Export
166,2019-06-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.308,TON,-,5325.84,United Kingdom,Iceland,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
167,2019-11-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.001,TON,-,51.11,Netherlands,Slovenia,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
168,2019-11-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.248,TON,-,4294.44,Poland,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Poland T1  Export
169,2019-11-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.06,TON,-,1190,Greece,New Zealand,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Greece T1  Export
170,2019-11-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,2,TON,-,15217.78,Germany,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Germany T1  Export
171,2019-11-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.076,TON,-,2397.78,Netherlands,Portugal,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
172,2019-11-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,2,TON,-,16705.56,Germany,Spain,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Germany T1  Export
173,2019-11-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,1.042,TON,-,10453.33,United Kingdom,Singapore,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
174,2019-07-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.283,TON,-,3423.86,United Kingdom,India,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
175,2019-06-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,12.122,TON,-,85543.82,Slovenia,Austria,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Slovenia T1  Export
176,2019-07-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.06,TON,-,1837.5,United Kingdom,Saudi Arabia,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
177,2019-07-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.288,TON,-,9537.5,United Kingdom,Bahrain,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
178,2019-07-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,254.903,TON,-,1540914.77,Italy,Germany,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
179,2019-07-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,1.104,TON,-,36797.73,Netherlands,Sweden,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
180,2019-07-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.015,TON,-,2428.41,United Kingdom,New Zealand,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
181,2019-07-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.138,TON,-,4455.68,Netherlands,Bulgaria,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
182,2019-06-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.157,TON,-,2724.72,Italy,Greece,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
183,2019-06-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,2.034,TON,-,16777.53,Germany,Spain,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Germany T1  Export
184,2019-06-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.023,TON,-,746.07,Netherlands,Latvia,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
185,2019-06-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.115,TON,-,44567.42,Germany,Saudi Arabia,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Germany T1  Export
186,2019-06-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.005,TON,-,76.4,Italy,Bulgaria,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
187,2019-01-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.065,TON,-,4521.84,United Kingdom,South Korea,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
188,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.1,TON,-,5906.59,United Kingdom,Brazil,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,United Kingdom T1  Export
189,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.08,TON,-,1465.93,Greece,Malta,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Greece T1  Export
190,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.005,TON,-,161.54,Netherlands,Belgium,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
191,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.394,TON,-,10406.59,Germany,South Korea,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Germany T1  Export
192,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.076,TON,-,4954.95,Italy,France,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
193,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,1653.969,TON,-,4271247.25,Netherlands,Germany,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
194,2019-02-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.107,TON,-,3501.15,Italy,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Import
195,2019-01-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.163,TON,-,5311.49,Poland,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Import
196,2019-02-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.108,TON,-,951.72,Poland,Bulgaria,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Bulgaria T1  Import
197,2019-02-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,221.664,TON,-,1353389.66,Morocco,Poland,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Poland T1  Import
198,2019-02-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.034,TON,-,432.18,China,Belgium,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Belgium T1  Import
199,2019-01-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,10.956,TON,-,77280.46,Germany,Austria,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Austria T1  Import
200,2019-09-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,20.119,TON,-,130775.82,Austria,Italy,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Austria T1  Export
